timestamp,heart rate,enhanced respiration rate,current stress,wrist heart rate,body battery,time
1736028507,127,13.88,99.0,127,20,0.0
1736028508,127,13.88,99.0,127,20,1.0
1736028509,127,13.96,99.0,127,20,2.0
1736028510,126,13.96,99.0,126,20,3.0
1736028511,124,13.96,99.0,124,20,4.0
1736028512,125,13.99,99.0,125,20,5.0
1736028513,125,13.99,99.0,125,20,6.0
1736028514,125,13.99,99.0,125,20,7.0
1736028515,125,13.99,99.0,125,20,8.0
1736028516,125,13.99,99.0,125,20,9.0
1736028517,126,13.99,99.0,126,20,10.0
1736028518,126,13.99,99.0,126,20,11.0
1736028519,127,13.97,99.0,127,20,12.0
1736028520,128,13.97,98.0,128,20,13.0
1736028521,129,13.97,98.0,129,20,14.0
1736028522,129,13.97,98.0,129,20,15.0
1736028523,129,13.97,98.0,129,20,16.0
1736028524,129,13.97,98.0,129,20,17.0
1736028525,129,13.99,98.0,129,20,18.0
1736028526,128,13.99,98.0,128,20,19.0
1736028527,128,13.99,98.0,128,20,20.0
1736028528,128,13.99,98.0,128,20,21.0
1736028529,127,13.99,98.0,127,20,22.0
1736028530,126,13.9,98.0,126,20,23.0
1736028531,126,13.9,98.0,126,20,24.0
1736028532,126,13.9,98.0,126,20,25.0
1736028533,126,13.9,98.0,126,20,26.0
1736028534,126,13.9,98.0,126,20,27.0
1736028535,125,14.29,98.0,125,20,28.0
1736028536,125,14.29,98.0,125,20,29.0
1736028537,124,14.29,98.0,124,20,30.0
