,timestamp,cadence,gct,heart_rate,time
0,1709236849,0,0,0.0,0
1,1709236850,0,0,0.0,1
2,1709236851,0,0,0.0,2
3,1709236852,0,0,0.0,3
4,1709236853,0,0,0.0,4
5,1709236854,0,0,0.0,5
6,1709236855,0,0,0.0,6
7,1709236856,0,0,0.0,7
8,1709236857,0,0,0.0,8
9,1709236858,0,0,0.0,9
10,1709236859,0,0,0.0,10
11,1709236860,0,0,0.0,11
12,1709236861,0,0,0.0,12
13,1709236862,0,0,0.0,13
14,1709236863,0,0,0.0,14
15,1709236864,0,0,132.0,15
16,1709236865,0,0,132.0,16
17,1709236866,0,0,132.0,17
18,1709236867,0,0,132.0,18
19,1709236868,0,0,131.0,19
20,1709236869,0,0,131.0,20
21,1709236870,0,0,130.0,21
22,1709236871,0,0,130.0,22
23,1709236872,0,0,130.0,23
24,1709236873,0,0,130.0,24
25,1709236874,0,0,130.0,25
26,1709236875,0,0,130.0,26
27,1709236876,0,0,130.0,27
28,1709236877,0,0,130.0,28
29,1709236878,0,0,130.0,29
30,1709236879,0,0,130.0,30
31,1709236880,0,0,129.0,31
32,1709236881,0,0,129.0,32
33,1709236882,0,0,128.0,33
34,1709236883,0,0,128.0,34
35,1709236884,0,0,128.0,35
36,1709236885,0,0,127.0,36
37,1709236886,0,0,127.0,37
