timestamp,heart rate,activity type,time
1719351374,104.0,generic,0
1719351375,103.0,generic,1
1719351376,103.0,generic,2
1719351377,103.0,generic,3
1719351378,102.0,generic,4
1719351379,101.0,generic,5
