timestamp,heart rate,distance,activity type,time
1738435023,98.0,0.0,generic,0
1738435024,97.0,0.0,generic,1
1738435025,97.0,0.0,generic,2
1738435026,97.0,0.0,generic,3
1738435027,97.0,0.0,generic,4
1738435028,97.0,0.0,generic,5
1738435029,97.0,0.0,generic,6
1738435030,97.0,0.0,generic,7
1738435031,97.0,0.0,generic,8
1738435032,97.0,0.0,generic,9
1738435033,98.0,0.0,generic,10
1738435034,97.0,0.0,generic,11
1738435035,97.0,0.0,generic,12
1738435036,96.0,0.0,generic,13
1738435037,95.0,0.0,generic,14
1738435038,96.0,0.0,generic,15
