,timestamp,cadence,gct,heart_rate,time
1,1707342979,0,0,0.0,4
2,1707342980,0,0,0.0,5
3,1707342981,0,0,0.0,6
4,1707342982,0,0,0.0,7
5,1707342983,0,0,0.0,8
6,1707342984,0,0,0.0,9
7,1707342985,0,0,0.0,10
8,1707342986,0,0,0.0,11
9,1707342987,0,0,0.0,12
10,1707342988,0,0,0.0,13
11,1707342989,0,0,50.0,14
12,1707342990,0,0,54.0,15
13,1707342991,0,0,60.0,16
14,1707342992,0,0,66.0,17
15,1707342993,0,0,73.0,18
16,1707342994,0,0,79.0,19
17,1707342995,0,0,83.0,20
18,1707342996,0,0,89.0,21
19,1707342997,0,0,95.0,22
20,1707342998,0,0,101.0,23
21,1707342999,0,0,107.0,24
22,1707343000,0,0,113.0,25
23,1707343001,0,0,120.0,26
