timestamp,heart rate,activity type,time
1719949861,0.0,generic,0
1719949862,0.0,generic,1
1719949863,0.0,generic,2
1719949864,0.0,generic,3
1719949865,0.0,generic,4
1719949866,166.0,generic,5
1719949867,166.0,generic,6
1719949868,166.0,generic,7
1719949869,166.0,generic,8
1719949870,166.0,generic,9
1719949871,166.0,generic,10
1719949872,166.0,generic,11
1719949873,166.0,generic,12
1719949874,165.0,generic,13
1719949875,164.0,generic,14
1719949876,163.0,generic,15
1719949877,163.0,generic,16
1719949878,163.0,generic,17
1719949879,162.0,generic,18
1719949880,161.0,generic,19
1719949881,161.0,generic,20
1719949882,161.0,generic,21
1719949883,161.0,generic,22
1719949884,161.0,generic,23
