,timestamp,cadence,gct,heart_rate,time
0,1707344361,0,0,0.0,0
1,1707344362,0,0,0.0,1
2,1707344363,0,0,0.0,2
3,1707344364,0,0,0.0,3
4,1707344365,0,0,0.0,4
5,1707344366,0,0,0.0,5
6,1707344367,0,0,0.0,6
7,1707344368,0,0,0.0,7
8,1707344369,0,0,0.0,8
9,1707344370,0,0,0.0,9
10,1707344371,0,0,0.0,10
11,1707344372,0,0,0.0,11
12,1707344373,0,0,0.0,12
13,1707344374,0,0,151.0,13
14,1707344375,0,0,151.0,14
15,1707344376,0,0,150.0,15
16,1707344377,0,0,150.0,16
17,1707344378,0,0,149.0,17
18,1707344379,0,0,149.0,18
19,1707344380,0,0,149.0,19
20,1707344381,0,0,148.0,20
21,1707344382,0,0,148.0,21
22,1707344383,0,0,148.0,22
23,1707344384,0,0,148.0,23
24,1707344385,0,0,148.0,24
25,1707344386,0,0,147.0,25
26,1707344387,0,0,147.0,26
27,1707344388,0,0,146.0,27
28,1707344389,0,0,145.0,28
29,1707344390,0,0,145.0,29
30,1707344391,0,0,145.0,30
31,1707344392,0,0,145.0,31
32,1707344393,0,0,145.0,32
33,1707344394,0,0,145.0,33
34,1707344395,0,0,145.0,34
