timestamp,heart rate,distance,activity type,time
1721695114,114.0,0.0,generic,0
1721695115,114.0,0.0,generic,1
1721695116,114.0,0.0,generic,2
1721695117,114.0,0.0,generic,3
1721695118,114.0,0.0,generic,4
1721695119,114.0,0.0,generic,5
1721695120,114.0,0.0,generic,6
1721695121,113.0,0.0,generic,7
1721695122,113.0,0.0,generic,8
1721695123,113.0,0.0,generic,9
1721695124,113.0,0.0,generic,10
1721695125,113.0,0.0,generic,11
1721695126,113.0,0.0,generic,12
1721695127,113.0,0.0,generic,13
1721695128,112.0,0.0,generic,14
1721695129,112.0,0.0,generic,15
1721695130,111.0,0.0,generic,16
1721695131,110.0,0.0,generic,17
1721695132,110.0,0.0,generic,18
1721695133,110.0,0.0,generic,19
