timestamp,heart rate,distance,activity type,time
1728086882,130.0,0.0,generic,0
1728086883,129.0,0.0,generic,1
1728086884,129.0,0.0,generic,2
1728086885,129.0,0.0,generic,3
1728086886,129.0,0.0,generic,4
1728086887,129.0,0.0,generic,5
1728086888,129.0,0.0,generic,6
1728086889,129.0,0.0,generic,7
1728086890,130.0,0.0,generic,8
1728086891,129.0,0.0,generic,9
1728086892,129.0,0.0,generic,10
1728086893,128.0,0.0,generic,11
1728086894,128.0,0.0,generic,12
1728086895,128.0,0.0,generic,13
1728086896,128.0,0.0,generic,14
1728086897,127.0,0.0,generic,15
1728086898,127.0,0.0,generic,16
1728086899,126.0,0.0,generic,17
1728086900,126.0,0.0,generic,18
1728086901,126.0,0.0,generic,19
1728086902,125.0,0.0,generic,20
1728086903,125.0,0.0,generic,21
1728086904,125.0,0.0,generic,22
1728086905,125.0,0.0,generic,23
1728086906,126.0,0.0,generic,24
1728086907,126.0,0.0,generic,25
1728086908,126.0,0.0,generic,26
1728086909,126.0,0.0,generic,27
1728086910,126.0,0.0,generic,28
1728086911,126.0,0.0,generic,29
1728086912,125.0,0.0,generic,30
1728086913,125.0,0.0,generic,31
1728086914,125.0,0.0,generic,32
