,timestamp,cadence,gct,heart_rate,time
0,1706369613,0,0,0.0,0
1,1706369614,0,0,0.0,1
2,1706369615,0,0,0.0,2
3,1706369616,0,0,0.0,3
4,1706369617,0,0,0.0,4
5,1706369618,0,0,0.0,5
6,1706369619,0,0,0.0,6
7,1706369620,0,0,0.0,7
8,1706369621,0,0,0.0,8
9,1706369622,0,0,0.0,9
10,1706369623,0,0,0.0,10
11,1706369624,0,0,0.0,11
12,1706369625,0,0,0.0,12
13,1706369626,0,0,0.0,13
14,1706369627,0,0,0.0,14
15,1706369628,0,0,141.0,15
16,1706369629,0,0,139.0,16
17,1706369630,0,0,138.0,17
18,1706369631,0,0,137.0,18
19,1706369632,0,0,136.0,19
20,1706369633,0,0,136.0,20
21,1706369634,0,0,136.0,21
22,1706369635,0,0,137.0,22
23,1706369636,0,0,137.0,23
24,1706369637,0,0,138.0,24
25,1706369638,0,0,137.0,25
26,1706369639,0,0,136.0,26
27,1706369640,0,0,135.0,27
