,timestamp,cadence,gct,heart_rate,time
0,1706370612,0,0,0.0,0
1,1706370613,0,0,0.0,1
2,1706370614,0,0,0.0,2
3,1706370615,0,0,0.0,3
4,1706370616,0,0,0.0,4
5,1706370617,0,0,0.0,5
6,1706370618,0,0,0.0,6
7,1706370619,0,0,0.0,7
8,1706370620,0,0,0.0,8
9,1706370621,0,0,0.0,9
10,1706370622,0,0,0.0,10
11,1706370623,0,0,0.0,11
12,1706370624,0,0,0.0,12
13,1706370625,0,0,0.0,13
14,1706370626,0,0,50.0,14
15,1706370627,0,0,53.0,15
16,1706370628,0,0,60.0,16
17,1706370629,0,0,66.0,17
18,1706370630,0,0,72.0,18
19,1706370631,0,0,78.0,19
20,1706370632,0,0,84.0,20
