timestamp,heart rate,distance,activity type,time
1728083973,,0.0,generic,0
1728083974,,0.0,generic,1
1728083975,,0.0,generic,2
1728083976,,0.0,generic,3
1728083977,,0.0,generic,4
1728083978,,0.0,generic,5
1728083979,,0.0,generic,6
1728083980,,0.0,generic,7
1728083981,,0.0,generic,8
1728083982,119.0,0.0,generic,9
1728083983,116.0,0.0,generic,10
1728083984,116.0,0.0,generic,11
1728083985,114.0,0.0,generic,12
1728083986,113.0,0.0,generic,13
1728083987,115.0,0.0,generic,14
1728083988,116.0,0.0,generic,15
1728083989,114.0,0.0,generic,16
1728083990,113.0,0.0,generic,17
1728083991,111.0,0.0,generic,18
