timestamp,heart rate,enhanced respiration rate,current stress,wrist heart rate,body battery,time
1736026027,125,,,125,23,0.0
1736026028,124,,,124,23,1.0
1736026029,124,,,124,23,2.0
1736026030,124,,,124,23,3.0
1736026031,124,,,124,23,4.0
1736026032,125,,,125,23,5.0
1736026033,125,,,125,23,6.0
1736026034,127,,,127,23,7.0
1736026035,126,,,126,23,8.0
1736026036,125,12.04,,125,23,9.0
1736026037,125,12.04,,125,23,10.0
1736026038,122,12.04,,122,23,11.0
1736026039,120,12.06,,120,23,12.0
1736026040,118,12.06,,118,23,13.0
1736026041,117,12.06,,117,23,14.0
1736026042,116,12.08,,116,23,15.0
1736026043,115,12.08,,115,23,16.0
1736026044,115,12.08,,115,23,17.0
1736026045,115,12.08,,115,23,18.0
1736026046,115,12.08,,115,23,19.0
