,timestamp,cadence,gct,heart_rate,time
0,1709401784,0,0,0.0,0
1,1709401785,0,0,0.0,1
2,1709401786,0,0,0.0,2
3,1709401787,0,0,0.0,3
4,1709401788,0,0,0.0,4
5,1709401789,0,0,0.0,5
6,1709401790,0,0,0.0,6
7,1709401791,0,0,0.0,7
8,1709401792,0,0,0.0,8
9,1709401793,0,0,0.0,9
10,1709401794,0,0,0.0,10
11,1709401795,0,0,0.0,11
12,1709401796,0,0,0.0,12
13,1709401797,0,0,0.0,13
14,1709401798,0,0,0.0,14
15,1709401799,0,0,0.0,15
16,1709401800,0,0,0.0,16
17,1709401801,0,0,0.0,17
18,1709401802,0,0,114.0,18
19,1709401803,0,0,114.0,19
20,1709401804,0,0,113.0,20
21,1709401805,0,0,113.0,21
22,1709401806,0,0,113.0,22
23,1709401807,0,0,113.0,23
24,1709401808,0,0,113.0,24
25,1709401809,0,0,113.0,25
26,1709401810,0,0,113.0,26
27,1709401811,0,0,113.0,27
28,1709401812,0,0,113.0,28
29,1709401813,0,0,113.0,29
30,1709401814,0,0,114.0,30
