,timestamp,cadence,gct,heart_rate,time
0,1706808113,0,0,0.0,0
1,1706808114,0,0,0.0,1
2,1706808115,0,0,0.0,2
3,1706808116,0,0,0.0,3
4,1706808117,0,0,0.0,4
5,1706808118,0,0,0.0,5
6,1706808119,0,0,0.0,6
7,1706808120,0,0,0.0,7
8,1706808121,0,0,0.0,8
9,1706808122,0,0,0.0,9
10,1706808123,0,0,0.0,10
11,1706808124,0,0,0.0,11
12,1706808125,0,0,0.0,12
13,1706808126,0,0,151.0,13
14,1706808127,0,0,151.0,14
15,1706808128,0,0,151.0,15
16,1706808129,0,0,151.0,16
17,1706808130,0,0,151.0,17
18,1706808131,0,0,151.0,18
19,1706808132,0,0,151.0,19
20,1706808133,0,0,151.0,20
21,1706808134,0,0,150.0,21
22,1706808135,0,0,150.0,22
23,1706808136,0,0,149.0,23
24,1706808137,0,0,150.0,24
25,1706808138,0,0,150.0,25
26,1706808139,0,0,151.0,26
27,1706808140,0,0,151.0,27
28,1706808141,0,0,150.0,28
29,1706808142,0,0,150.0,29
30,1706808143,0,0,149.0,30
31,1706808144,0,0,149.0,31
32,1706808145,0,0,149.0,32
33,1706808146,0,0,149.0,33
