timestamp,heart rate,distance,activity type,time
1727231336,107.0,0.0,generic,0
1727231337,107.0,0.0,generic,1
1727231338,107.0,0.0,generic,2
1727231339,108.0,0.0,generic,3
1727231340,108.0,0.0,generic,4
1727231341,109.0,0.0,generic,5
1727231342,109.0,0.0,generic,6
1727231343,109.0,0.0,generic,7
1727231344,110.0,0.0,generic,8
1727231345,110.0,0.0,generic,9
1727231346,110.0,0.0,generic,10
1727231347,110.0,0.0,generic,11
1727231348,110.0,0.0,generic,12
1727231349,110.0,0.0,generic,13
1727231350,110.0,0.0,generic,14
1727231351,111.0,0.0,generic,15
1727231352,111.0,0.0,generic,16
1727231353,111.0,0.0,generic,17
1727231354,111.0,0.0,generic,18
1727231355,111.0,0.0,generic,19
1727231356,111.0,0.0,generic,20
1727231357,111.0,0.0,generic,21
1727231358,111.0,0.0,generic,22
1727231359,111.0,0.0,generic,23
1727231360,111.0,0.0,generic,24
1727231361,111.0,0.0,generic,25
