timestamp,heart rate,activity type,time
1720757473,0.0,generic,0
1720757474,158.0,generic,1
1720757475,157.0,generic,2
1720757476,155.0,generic,3
1720757477,156.0,generic,4
1720757478,157.0,generic,5
1720757479,156.0,generic,6
1720757480,156.0,generic,7
1720757481,155.0,generic,8
1720757482,155.0,generic,9
1720757483,154.0,generic,10
1720757484,154.0,generic,11
1720757485,155.0,generic,12
1720757486,155.0,generic,13
1720757487,155.0,generic,14
1720757488,155.0,generic,15
1720757489,154.0,generic,16
1720757490,154.0,generic,17
1720757491,152.0,generic,18
1720757492,151.0,generic,19
1720757493,149.0,generic,20
