timestamp,heart rate,activity type,time
1715992070,138.0,generic,0
1715992071,138.0,generic,1
1715992072,137.0,generic,2
1715992073,137.0,generic,3
1715992074,136.0,generic,4
1715992075,135.0,generic,5
1715992076,135.0,generic,6
1715992077,134.0,generic,7
1715992078,134.0,generic,8
1715992079,133.0,generic,9
1715992080,133.0,generic,10
1715992081,133.0,generic,11
1715992082,132.0,generic,12
1715992083,132.0,generic,13
1715992084,131.0,generic,14
1715992085,130.0,generic,15
1715992086,129.0,generic,16
1715992087,129.0,generic,17
1715992088,128.0,generic,18
1715992089,128.0,generic,19
1715992090,127.0,generic,20
1715992091,126.0,generic,21
1715992092,126.0,generic,22
1715992093,125.0,generic,23
1715992094,125.0,generic,24
1715992095,125.0,generic,25
1715992096,125.0,generic,26
1715992097,125.0,generic,27
1715992098,125.0,generic,28
1715992099,125.0,generic,29
1715992100,125.0,generic,30
1715992101,124.0,generic,31
1715992102,123.0,generic,32
1715992103,123.0,generic,33
