timestamp,heart rate,distance,activity type,time
1739134505,64.0,0.0,generic,0
1739134506,64.0,0.0,generic,1
1739134507,64.0,0.0,generic,2
1739134508,64.0,0.0,generic,3
1739134509,64.0,0.0,generic,4
1739134510,64.0,0.0,generic,5
1739134511,64.0,0.0,generic,6
1739134512,64.0,0.0,generic,7
1739134513,65.0,0.0,generic,8
1739134514,65.0,0.0,generic,9
1739134515,65.0,0.0,generic,10
1739134516,65.0,0.0,generic,11
1739134517,65.0,0.0,generic,12
1739134518,65.0,0.0,generic,13
1739134519,66.0,0.0,generic,14
1739134520,67.0,0.0,generic,15
1739134521,67.0,0.0,generic,16
1739134522,66.0,0.0,generic,17
1739134523,66.0,0.0,generic,18
1739134524,66.0,0.0,generic,19
1739134525,66.0,0.0,generic,20
1739134526,65.0,0.0,generic,21
1739134527,65.0,0.0,generic,22
1739134528,65.0,0.0,generic,23
1739134529,64.0,0.0,generic,24
1739134530,64.0,0.0,generic,25
1739134531,64.0,0.0,generic,26
1739134532,64.0,0.0,generic,27
1739134533,64.0,0.0,generic,28
1739134534,63.0,0.0,generic,29
1739134535,63.0,0.0,generic,30
1739134536,61.0,0.0,generic,31
1739134537,61.0,0.0,generic,32
1739134538,61.0,0.0,generic,33
1739134539,61.0,0.0,generic,34
1739134540,61.0,0.0,generic,35
1739134541,60.0,0.0,generic,36
1739134542,60.0,0.0,generic,37
1739134543,60.0,0.0,generic,38
1739134544,60.0,0.0,generic,39
1739134545,60.0,0.0,generic,40
1739134546,60.0,0.0,generic,41
1739134547,61.0,0.0,generic,42
1739134548,61.0,0.0,generic,43
1739134549,61.0,0.0,generic,44
1739134550,61.0,0.0,generic,45
1739134551,62.0,0.0,generic,46
1739134552,62.0,0.0,generic,47
1739134553,62.0,0.0,generic,48
1739134554,62.0,0.0,generic,49
