timestamp,heart rate,distance,activity type,time
1727231320,,0.0,generic,0
1727231321,,0.0,generic,1
1727231322,,0.0,generic,2
1727231323,,0.0,generic,3
1727231324,,0.0,generic,4
1727231325,96.0,0.0,generic,5
1727231326,99.0,0.0,generic,6
1727231327,99.0,0.0,generic,7
1727231328,99.0,0.0,generic,8
1727231329,100.0,0.0,generic,9
1727231330,102.0,0.0,generic,10
1727231331,102.0,0.0,generic,11
1727231332,103.0,0.0,generic,12
1727231333,103.0,0.0,generic,13
1727231334,106.0,0.0,generic,14
1727231335,106.0,0.0,generic,15
