,timestamp,cadence,gct,heart_rate,time
1,1707268934,0,0,0.0,1
2,1707268935,0,0,0.0,2
3,1707268936,0,0,0.0,3
4,1707268937,0,0,0.0,4
5,1707268938,0,0,0.0,5
6,1707268939,0,0,0.0,6
7,1707268940,0,0,0.0,7
8,1707268941,0,0,50.0,8
9,1707268942,0,0,50.0,9
10,1707268943,0,0,52.0,10
11,1707268944,0,0,56.0,11
12,1707268945,0,0,59.0,12
13,1707268946,0,0,66.0,13
14,1707268947,0,0,72.0,14
15,1707268948,0,0,78.0,15
16,1707268949,0,0,84.0,16
17,1707268950,0,0,90.0,17
18,1707268951,0,0,97.0,18
19,1707268952,0,0,103.0,19
20,1707268953,0,0,109.0,20
21,1707268954,0,0,115.0,21
22,1707268955,0,0,121.0,22
23,1707268956,0,0,127.0,23
24,1707268957,0,0,134.0,24
25,1707268958,0,0,139.0,25
26,1707268959,0,0,145.0,26
27,1707268960,0,0,149.0,27
28,1707268961,0,0,150.0,28
29,1707268962,0,0,151.0,29
30,1707268963,0,0,151.0,30
31,1707268964,0,0,151.0,31
32,1707268965,0,0,150.0,32
33,1707268966,0,0,150.0,33
34,1707268967,0,0,150.0,34
35,1707268968,0,0,149.0,35
36,1707268969,0,0,149.0,36
37,1707268970,0,0,149.0,37
38,1707268971,0,0,148.0,38
39,1707268972,0,0,148.0,39
40,1707268973,0,0,147.0,40
41,1707268974,0,0,147.0,41
