timestamp,heart rate,activity type,time
1717535559,110.0,generic,0
1717535560,110.0,generic,1
1717535561,111.0,generic,2
1717535562,111.0,generic,3
1717535563,111.0,generic,4
1717535564,111.0,generic,5
1717535565,111.0,generic,6
1717535566,111.0,generic,7
1717535567,111.0,generic,8
1717535568,111.0,generic,9
1717535569,112.0,generic,10
1717535570,113.0,generic,11
1717535571,113.0,generic,12
1717535572,113.0,generic,13
1717535573,113.0,generic,14
