timestamp,heart rate,activity type,time
1717537028,0.0,generic,0
1717537029,0.0,generic,1
1717537030,0.0,generic,2
1717537031,0.0,generic,3
1717537032,0.0,generic,4
1717537033,0.0,generic,5
1717537034,0.0,generic,6
1717537035,0.0,generic,7
1717537036,0.0,generic,8
1717537037,0.0,generic,9
1717537038,0.0,generic,10
1717537039,0.0,generic,11
1717537040,0.0,generic,12
1717537041,0.0,generic,13
1717537042,96.0,generic,14
1717537043,96.0,generic,15
1717537044,96.0,generic,16
1717537045,96.0,generic,17
1717537046,96.0,generic,18
1717537047,98.0,generic,19
1717537048,100.0,generic,20
