,timestamp,cadence,gct,heart_rate,time
0,1709306769,0,0,0.0,0
1,1709306770,0,0,0.0,1
2,1709306771,0,0,0.0,2
3,1709306772,0,0,0.0,3
4,1709306773,0,0,0.0,4
5,1709306774,0,0,0.0,5
6,1709306775,0,0,0.0,6
7,1709306776,0,0,0.0,7
8,1709306777,0,0,0.0,8
9,1709306778,0,0,0.0,9
10,1709306779,0,0,0.0,10
11,1709306780,0,0,0.0,11
12,1709306781,0,0,0.0,12
13,1709306782,0,0,0.0,13
14,1709306783,0,0,0.0,14
15,1709306784,0,0,0.0,15
16,1709306785,0,0,119.0,16
17,1709306786,0,0,119.0,17
18,1709306787,0,0,118.0,18
19,1709306788,0,0,118.0,19
20,1709306789,0,0,119.0,20
21,1709306790,0,0,119.0,21
22,1709306791,0,0,118.0,22
23,1709306792,0,0,117.0,23
24,1709306793,0,0,116.0,24
25,1709306794,0,0,115.0,25
26,1709306795,0,0,114.0,26
27,1709306796,0,0,114.0,27
28,1709306797,0,0,114.0,28
29,1709306798,0,0,114.0,29
30,1709306799,0,0,113.0,30
31,1709306800,0,0,114.0,31
32,1709306801,0,0,113.0,32
33,1709306802,0,0,113.0,33
34,1709306803,0,0,113.0,34
35,1709306804,0,0,112.0,35
36,1709306805,0,0,112.0,36
37,1709306806,0,0,111.0,37
38,1709306807,0,0,111.0,38
39,1709306808,0,0,112.0,39
40,1709306809,0,0,112.0,40
41,1709306810,0,0,111.0,41
42,1709306811,0,0,111.0,42
43,1709306812,0,0,111.0,43
44,1709306813,0,0,110.0,44
45,1709306814,0,0,110.0,45
46,1709306815,0,0,110.0,46
47,1709306816,0,0,110.0,47
48,1709306817,0,0,110.0,48
49,1709306818,0,0,109.0,49
50,1709306819,0,0,109.0,50
51,1709306820,0,0,108.0,51
52,1709306821,0,0,108.0,52
53,1709306822,0,0,108.0,53
54,1709306823,0,0,108.0,54
55,1709306824,0,0,108.0,55
56,1709306825,0,0,108.0,56
57,1709306826,0,0,108.0,57
58,1709306827,0,0,108.0,58
59,1709306828,0,0,108.0,59
60,1709306829,0,0,108.0,60
61,1709306830,0,0,108.0,61
62,1709306831,0,0,108.0,62
63,1709306832,0,0,108.0,63
64,1709306833,0,0,108.0,64
65,1709306834,0,0,108.0,65
66,1709306835,0,0,108.0,66
67,1709306836,0,0,108.0,67
68,1709306837,0,0,108.0,68
69,1709306838,0,0,108.0,69
70,1709306839,0,0,107.0,70
71,1709306840,0,0,107.0,71
72,1709306841,0,0,107.0,72
73,1709306842,0,0,107.0,73
