timestamp,heart rate,activity type,time
1717536110,0.0,generic,0
1717536111,0.0,generic,1
1717536112,0.0,generic,2
1717536113,0.0,generic,3
1717536114,0.0,generic,4
1717536115,0.0,generic,5
1717536116,0.0,generic,6
1717536117,0.0,generic,7
1717536118,0.0,generic,8
1717536119,0.0,generic,9
1717536120,0.0,generic,10
1717536121,0.0,generic,11
1717536122,0.0,generic,12
1717536123,0.0,generic,13
1717536124,85.0,generic,14
1717536125,86.0,generic,15
1717536126,88.0,generic,16
1717536127,88.0,generic,17
1717536128,89.0,generic,18
1717536129,89.0,generic,19
1717536130,90.0,generic,20
1717536131,91.0,generic,21
1717536132,92.0,generic,22
1717536133,93.0,generic,23
1717536134,93.0,generic,24
