timestamp,heart rate,distance,activity type,time
1728085777,,0.0,generic,0
1728085778,,0.0,generic,1
1728085779,,0.0,generic,2
1728085780,,0.0,generic,3
1728085781,,0.0,generic,4
1728085782,,0.0,generic,5
1728085783,127.0,0.0,generic,6
1728085784,127.0,0.0,generic,7
1728085785,127.0,0.0,generic,8
1728085786,127.0,0.0,generic,9
1728085787,127.0,0.0,generic,10
1728085788,127.0,0.0,generic,11
1728085789,127.0,0.0,generic,12
1728085790,127.0,0.0,generic,13
1728085791,126.0,0.0,generic,14
1728085792,125.0,0.0,generic,15
