timestamp,heart rate,distance,activity type,time
1727556233,101.0,0.0,generic,0
1727556234,101.0,0.0,generic,1
1727556235,102.0,0.0,generic,2
1727556236,102.0,0.0,generic,3
1727556237,103.0,0.0,generic,4
1727556238,104.0,0.0,generic,5
1727556239,104.0,0.0,generic,6
1727556240,104.0,0.0,generic,7
1727556241,104.0,0.0,generic,8
1727556242,105.0,0.0,generic,9
1727556243,105.0,0.0,generic,10
1727556244,105.0,0.0,generic,11
1727556245,106.0,0.0,generic,12
1727556246,105.0,0.0,generic,13
1727556247,103.0,0.0,generic,14
1727556248,102.0,0.0,generic,15
1727556249,100.0,0.0,generic,16
1727556250,98.0,0.0,generic,17
1727556251,98.0,0.0,generic,18
1727556252,98.0,0.0,generic,19
1727556253,98.0,0.0,generic,20
