timestamp,heart rate,activity type,time
1719609463,166.0,generic,0
1719609464,166.0,generic,1
1719609465,166.0,generic,2
1719609466,166.0,generic,3
1719609467,165.0,generic,4
1719609468,164.0,generic,5
1719609469,164.0,generic,6
1719609470,164.0,generic,7
