timestamp,heart rate,activity type,time
1719170891,151.0,generic,0
1719170892,151.0,generic,1
1719170893,151.0,generic,2
1719170894,151.0,generic,3
1719170895,151.0,generic,4
1719170896,151.0,generic,5
1719170897,151.0,generic,6
1719170898,151.0,generic,7
1719170899,151.0,generic,8
1719170900,151.0,generic,9
1719170901,150.0,generic,10
1719170902,150.0,generic,11
1719170903,149.0,generic,12
1719170904,148.0,generic,13
1719170905,148.0,generic,14
1719170906,148.0,generic,15
1719170907,149.0,generic,16
1719170908,149.0,generic,17
1719170909,149.0,generic,18
1719170910,149.0,generic,19
1719170911,148.0,generic,20
1719170912,148.0,generic,21
1719170913,148.0,generic,22
1719170914,148.0,generic,23
1719170915,148.0,generic,24
1719170916,148.0,generic,25
1719170917,149.0,generic,26
1719170918,149.0,generic,27
1719170919,149.0,generic,28
1719170920,149.0,generic,29
1719170921,149.0,generic,30
1719170922,149.0,generic,31
1719170923,149.0,generic,32
1719170924,149.0,generic,33
1719170925,149.0,generic,34
1719170926,149.0,generic,35
1719170927,150.0,generic,36
1719170928,151.0,generic,37
1719170929,151.0,generic,38
1719170930,151.0,generic,39
1719170931,152.0,generic,40
1719170932,152.0,generic,41
1719170933,152.0,generic,42
