timestamp,heart rate,activity type,time
1720745075,108.0,generic,0
1720745076,107.0,generic,1
1720745077,107.0,generic,2
1720745078,106.0,generic,3
1720745079,105.0,generic,4
1720745080,104.0,generic,5
1720745081,104.0,generic,6
1720745082,103.0,generic,7
1720745083,103.0,generic,8
1720745084,101.0,generic,9
