timestamp,heart rate,distance,activity type,time
1721522775,103.0,0.0,generic,0
1721522776,103.0,0.0,generic,1
1721522777,103.0,0.0,generic,2
1721522778,104.0,0.0,generic,3
1721522779,104.0,0.0,generic,4
1721522780,103.0,0.0,generic,5
1721522781,103.0,0.0,generic,6
1721522782,102.0,0.0,generic,7
1721522783,101.0,0.0,generic,8
1721522784,101.0,0.0,generic,9
1721522785,101.0,0.0,generic,10
1721522786,102.0,0.0,generic,11
1721522787,102.0,0.0,generic,12
1721522788,102.0,0.0,generic,13
1721522789,102.0,0.0,generic,14
1721522790,101.0,0.0,generic,15
