timestamp,heart rate,distance,activity type,time
1728085831,119.0,0.0,generic,0
1728085832,119.0,0.0,generic,1
1728085833,119.0,0.0,generic,2
1728085834,120.0,0.0,generic,3
1728085835,120.0,0.0,generic,4
1728085836,120.0,0.0,generic,5
1728085837,119.0,0.0,generic,6
1728085838,118.0,0.0,generic,7
1728085839,117.0,0.0,generic,8
1728085840,116.0,0.0,generic,9
1728085841,115.0,0.0,generic,10
1728085842,115.0,0.0,generic,11
1728085843,116.0,0.0,generic,12
1728085844,116.0,0.0,generic,13
1728085845,116.0,0.0,generic,14
1728085846,116.0,0.0,generic,15
1728085847,116.0,0.0,generic,16
1728085848,116.0,0.0,generic,17
1728085849,115.0,0.0,generic,18
1728085850,114.0,0.0,generic,19
1728085851,114.0,0.0,generic,20
1728085852,115.0,0.0,generic,21
1728085853,116.0,0.0,generic,22
1728085854,118.0,0.0,generic,23
1728085855,120.0,0.0,generic,24
1728085856,121.0,0.0,generic,25
1728085857,120.0,0.0,generic,26
1728085858,120.0,0.0,generic,27
1728085859,119.0,0.0,generic,28
1728085860,117.0,0.0,generic,29
1728085861,115.0,0.0,generic,30
1728085862,115.0,0.0,generic,31
1728085863,114.0,0.0,generic,32
1728085864,113.0,0.0,generic,33
