timestamp,heart rate,activity type,time
1719169972,142.0,generic,0
1719169973,142.0,generic,1
1719169974,142.0,generic,2
1719169975,142.0,generic,3
1719169976,142.0,generic,4
1719169977,142.0,generic,5
1719169978,141.0,generic,6
1719169979,141.0,generic,7
1719169980,140.0,generic,8
1719169981,139.0,generic,9
1719169982,138.0,generic,10
1719169983,138.0,generic,11
1719169984,138.0,generic,12
1719169985,138.0,generic,13
