timestamp,heart rate,distance,activity type,time
1727925612,133.0,0.0,generic,0
1727925613,133.0,0.0,generic,1
1727925614,132.0,0.0,generic,2
1727925615,132.0,0.0,generic,3
1727925616,132.0,0.0,generic,4
1727925617,131.0,0.0,generic,5
1727925618,131.0,0.0,generic,6
1727925619,131.0,0.0,generic,7
1727925620,130.0,0.0,generic,8
1727925621,130.0,0.0,generic,9
1727925622,130.0,0.0,generic,10
1727925623,130.0,0.0,generic,11
1727925624,130.0,0.0,generic,12
1727925625,130.0,0.0,generic,13
1727925626,130.0,0.0,generic,14
1727925627,131.0,0.0,generic,15
1727925628,132.0,0.0,generic,16
1727925629,132.0,0.0,generic,17
1727925630,132.0,0.0,generic,18
1727925631,133.0,0.0,generic,19
1727925632,133.0,0.0,generic,20
1727925633,132.0,0.0,generic,21
1727925634,132.0,0.0,generic,22
1727925635,132.0,0.0,generic,23
1727925636,132.0,0.0,generic,24
1727925637,132.0,0.0,generic,25
1727925638,131.0,0.0,generic,26
