timestamp,heart rate,distance,activity type,time
1728075650,123.0,0.0,generic,0
1728075651,123.0,0.0,generic,1
1728075652,124.0,0.0,generic,2
1728075653,124.0,0.0,generic,3
1728075654,124.0,0.0,generic,4
1728075655,124.0,0.0,generic,5
1728075656,124.0,0.0,generic,6
1728075657,125.0,0.0,generic,7
1728075658,125.0,0.0,generic,8
1728075659,125.0,0.0,generic,9
1728075660,124.0,0.0,generic,10
1728075661,123.0,0.0,generic,11
1728075662,123.0,0.0,generic,12
1728075663,123.0,0.0,generic,13
1728075664,122.0,0.0,generic,14
1728075665,122.0,0.0,generic,15
