,timestamp,cadence,gct,heart_rate,time
0,1707337272,0,0,0.0,0
1,1707337273,0,0,0.0,1
2,1707337274,0,0,0.0,2
3,1707337275,0,0,0.0,3
4,1707337276,0,0,0.0,4
5,1707337277,0,0,0.0,5
6,1707337278,0,0,0.0,6
7,1707337279,0,0,0.0,7
8,1707337280,0,0,0.0,8
9,1707337281,0,0,0.0,9
10,1707337282,0,0,0.0,10
11,1707337283,0,0,0.0,11
12,1707337284,0,0,0.0,12
13,1707337285,0,0,0.0,13
14,1707337286,0,0,0.0,14
15,1707337287,0,0,0.0,15
16,1707337288,0,0,0.0,16
17,1707337289,0,0,50.0,17
18,1707337290,0,0,56.0,18
19,1707337291,0,0,59.0,19
