timestamp,heart rate,distance,activity type,time
1727566574,104.0,0.0,generic,0
1727566575,105.0,0.0,generic,1
1727566576,104.0,0.0,generic,2
1727566577,104.0,0.0,generic,3
1727566578,103.0,0.0,generic,4
1727566579,103.0,0.0,generic,5
1727566580,103.0,0.0,generic,6
1727566581,102.0,0.0,generic,7
1727566582,102.0,0.0,generic,8
1727566583,101.0,0.0,generic,9
1727566584,101.0,0.0,generic,10
1727566585,101.0,0.0,generic,11
1727566586,101.0,0.0,generic,12
1727566587,101.0,0.0,generic,13
1727566588,102.0,0.0,generic,14
1727566589,102.0,0.0,generic,15
1727566590,102.0,0.0,generic,16
1727566591,103.0,0.0,generic,17
1727566592,103.0,0.0,generic,18
1727566593,103.0,0.0,generic,19
1727566594,103.0,0.0,generic,20
