timestamp,heart rate,distance,activity type,time
1727559038,95.0,0.0,generic,0
1727559039,95.0,0.0,generic,1
1727559040,95.0,0.0,generic,2
1727559041,96.0,0.0,generic,3
1727559042,97.0,0.0,generic,4
1727559043,98.0,0.0,generic,5
1727559044,98.0,0.0,generic,6
1727559045,98.0,0.0,generic,7
1727559046,98.0,0.0,generic,8
1727559047,98.0,0.0,generic,9
1727559048,98.0,0.0,generic,10
1727559049,97.0,0.0,generic,11
1727559050,95.0,0.0,generic,12
1727559051,94.0,0.0,generic,13
1727559052,92.0,0.0,generic,14
1727559053,90.0,0.0,generic,15
1727559054,90.0,0.0,generic,16
1727559055,88.0,0.0,generic,17
1727559056,89.0,0.0,generic,18
1727559057,89.0,0.0,generic,19
1727559058,88.0,0.0,generic,20
1727559059,88.0,0.0,generic,21
1727559060,89.0,0.0,generic,22
1727559061,90.0,0.0,generic,23
1727559062,90.0,0.0,generic,24
1727559063,91.0,0.0,generic,25
1727559064,91.0,0.0,generic,26
1727559065,91.0,0.0,generic,27
1727559066,91.0,0.0,generic,28
1727559067,89.0,0.0,generic,29
1727559068,88.0,0.0,generic,30
