,timestamp,cadence,gct,heart_rate,time
2,1708912864,0,0,0.0,2
3,1708912865,0,0,0.0,3
4,1708912866,0,0,0.0,4
5,1708912867,0,0,0.0,5
6,1708912868,0,0,0.0,6
7,1708912869,0,0,0.0,7
8,1708912870,0,0,0.0,8
9,1708912871,0,0,0.0,9
10,1708912872,0,0,0.0,10
11,1708912873,0,0,0.0,11
12,1708912874,0,0,0.0,12
13,1708912875,0,0,0.0,13
14,1708912876,0,0,0.0,14
15,1708912877,0,0,0.0,15
16,1708912878,0,0,144.0,16
17,1708912879,0,0,142.0,17
18,1708912880,0,0,142.0,18
19,1708912881,0,0,142.0,19
20,1708912882,0,0,142.0,20
21,1708912883,0,0,142.0,21
22,1708912884,0,0,142.0,22
23,1708912885,0,0,141.0,23
24,1708912886,0,0,140.0,24
25,1708912887,0,0,140.0,25
26,1708912888,0,0,141.0,26
