timestamp,heart rate,activity type,time
1719170003,139.0,generic,0
1719170004,139.0,generic,1
1719170005,139.0,generic,2
1719170006,139.0,generic,3
1719170007,139.0,generic,4
1719170008,138.0,generic,5
1719170009,138.0,generic,6
1719170010,137.0,generic,7
1719170011,137.0,generic,8
1719170012,136.0,generic,9
1719170013,134.0,generic,10
1719170014,134.0,generic,11
