,timestamp,cadence,gct,heart_rate,time
0,1707334366,0,0,0.0,0
1,1707334367,0,0,0.0,1
2,1707334368,0,0,0.0,2
3,1707334369,0,0,0.0,3
4,1707334370,0,0,0.0,4
5,1707334371,0,0,0.0,5
6,1707334372,0,0,0.0,6
7,1707334373,0,0,0.0,7
8,1707334374,0,0,0.0,8
9,1707334375,0,0,161.0,9
10,1707334376,0,0,161.0,10
11,1707334377,0,0,162.0,11
12,1707334378,0,0,162.0,12
13,1707334379,0,0,163.0,13
14,1707334380,0,0,163.0,14
15,1707334381,0,0,163.0,15
16,1707334382,0,0,162.0,16
17,1707334383,0,0,161.0,17
18,1707334384,0,0,161.0,18
19,1707334385,0,0,161.0,19
20,1707334386,0,0,160.0,20
21,1707334387,0,0,159.0,21
22,1707334388,0,0,159.0,22
23,1707334389,0,0,158.0,23
24,1707334390,0,0,157.0,24
25,1707334391,0,0,156.0,25
