timestamp,heart rate,activity type,time
1719608730,160.0,generic,0
1719608731,159.0,generic,1
1719608732,158.0,generic,2
1719608733,158.0,generic,3
1719608734,158.0,generic,4
1719608735,157.0,generic,5
1719608736,157.0,generic,6
1719608737,157.0,generic,7
1719608738,157.0,generic,8
1719608739,157.0,generic,9
1719608740,157.0,generic,10
1719608741,157.0,generic,11
1719608742,157.0,generic,12
1719608743,157.0,generic,13
1719608744,157.0,generic,14
1719608745,157.0,generic,15
1719608746,157.0,generic,16
1719608747,157.0,generic,17
1719608748,157.0,generic,18
