timestamp,heart rate,distance,activity type,time
1727227821,136.0,0.0,generic,0
1727227822,136.0,0.0,generic,1
1727227823,135.0,0.0,generic,2
1727227824,135.0,0.0,generic,3
1727227825,135.0,0.0,generic,4
1727227826,135.0,0.0,generic,5
1727227827,135.0,0.0,generic,6
1727227828,135.0,0.0,generic,7
1727227829,134.0,0.0,generic,8
1727227830,134.0,0.0,generic,9
1727227831,133.0,0.0,generic,10
1727227832,132.0,0.0,generic,11
1727227833,132.0,0.0,generic,12
1727227834,132.0,0.0,generic,13
1727227835,132.0,0.0,generic,14
1727227836,132.0,0.0,generic,15
1727227837,132.0,0.0,generic,16
1727227838,132.0,0.0,generic,17
1727227839,132.0,0.0,generic,18
1727227840,131.0,0.0,generic,19
1727227841,131.0,0.0,generic,20
1727227842,130.0,0.0,generic,21
1727227843,129.0,0.0,generic,22
1727227844,129.0,0.0,generic,23
1727227845,129.0,0.0,generic,24
1727227846,128.0,0.0,generic,25
1727227847,129.0,0.0,generic,26
