,timestamp,cadence,gct,heart_rate,time
0,1709074333,0,0,0.0,0
1,1709074334,0,0,0.0,1
2,1709074335,0,0,0.0,2
3,1709074336,0,0,0.0,3
4,1709074337,0,0,0.0,4
5,1709074338,0,0,0.0,5
6,1709074339,0,0,0.0,6
7,1709074340,0,0,0.0,7
8,1709074341,0,0,0.0,8
9,1709074342,0,0,0.0,9
10,1709074343,0,0,0.0,10
11,1709074344,0,0,0.0,11
12,1709074345,0,0,50.0,12
13,1709074346,0,0,53.0,13
14,1709074347,0,0,56.0,14
15,1709074348,0,0,63.0,15
16,1709074349,0,0,69.0,16
17,1709074350,0,0,75.0,17
18,1709074351,0,0,81.0,18
19,1709074352,0,0,87.0,19
20,1709074353,0,0,91.0,20
21,1709074354,0,0,95.0,21
