timestamp,heart rate,activity type,time
1719087797,104.0,generic,0
1719087798,105.0,generic,1
1719087799,106.0,generic,2
1719087800,106.0,generic,3
1719087801,106.0,generic,4
1719087802,106.0,generic,5
