,timestamp,cadence,gct,heart_rate,time
1,1708909288,0,0,0.0,1
2,1708909289,0,0,0.0,2
3,1708909290,0,0,0.0,3
4,1708909291,0,0,0.0,4
5,1708909292,0,0,0.0,5
6,1708909293,0,0,0.0,6
7,1708909294,0,0,0.0,7
8,1708909295,0,0,0.0,8
9,1708909296,0,0,0.0,9
10,1708909297,0,0,0.0,10
11,1708909298,0,0,0.0,11
12,1708909299,0,0,0.0,12
13,1708909300,0,0,0.0,13
14,1708909301,0,0,50.0,14
15,1708909302,0,0,53.0,15
16,1708909303,0,0,55.0,16
17,1708909304,0,0,62.0,17
18,1708909305,0,0,68.0,18
19,1708909306,0,0,74.0,19
20,1708909307,0,0,80.0,20
21,1708909308,0,0,84.0,21
22,1708909309,0,0,88.0,22
23,1708909310,0,0,92.0,23
24,1708909311,0,0,93.0,24
25,1708909312,0,0,95.0,25
