timestamp,heart rate,distance,activity type,time
1727226724,125.0,0.0,generic,0
1727226725,124.0,0.0,generic,1
1727226726,123.0,0.0,generic,2
1727226727,123.0,0.0,generic,3
1727226728,123.0,0.0,generic,4
1727226729,123.0,0.0,generic,5
1727226730,123.0,0.0,generic,6
1727226731,123.0,0.0,generic,7
1727226732,123.0,0.0,generic,8
1727226733,123.0,0.0,generic,9
1727226734,123.0,0.0,generic,10
1727226735,123.0,0.0,generic,11
1727226736,123.0,0.0,generic,12
1727226737,123.0,0.0,generic,13
1727226738,122.0,0.0,generic,14
1727226739,122.0,0.0,generic,15
1727226740,121.0,0.0,generic,16
1727226741,120.0,0.0,generic,17
1727226742,119.0,0.0,generic,18
1727226743,120.0,0.0,generic,19
1727226744,119.0,0.0,generic,20
