timestamp,heart rate,distance,activity type,time
1726370134,119.0,0.0,generic,0
1726370135,119.0,0.0,generic,1
1726370136,120.0,0.0,generic,2
1726370137,119.0,0.0,generic,3
1726370138,119.0,0.0,generic,4
1726370139,119.0,0.0,generic,5
1726370140,119.0,0.0,generic,6
1726370141,119.0,0.0,generic,7
1726370142,119.0,0.0,generic,8
1726370143,119.0,0.0,generic,9
1726370144,119.0,0.0,generic,10
1726370145,119.0,0.0,generic,11
1726370146,120.0,0.0,generic,12
1726370147,120.0,0.0,generic,13
1726370148,120.0,0.0,generic,14
1726370149,118.0,0.0,generic,15
1726370150,117.0,0.0,generic,16
1726370151,117.0,0.0,generic,17
1726370152,117.0,0.0,generic,18
1726370153,118.0,0.0,generic,19
1726370154,118.0,0.0,generic,20
1726370155,119.0,0.0,generic,21
1726370156,119.0,0.0,generic,22
1726370157,119.0,0.0,generic,23
1726370158,119.0,0.0,generic,24
1726370159,119.0,0.0,generic,25
