timestamp,heart rate,distance,activity type,time
1739129388,94.0,0.0,generic,0
1739129389,94.0,0.0,generic,1
1739129390,94.0,0.0,generic,2
1739129391,94.0,0.0,generic,3
1739129392,94.0,0.0,generic,4
1739129393,94.0,0.0,generic,5
1739129394,94.0,0.0,generic,6
1739129395,94.0,0.0,generic,7
1739129396,94.0,0.0,generic,8
1739129397,94.0,0.0,generic,9
1739129398,95.0,0.0,generic,10
1739129399,95.0,0.0,generic,11
1739129400,97.0,0.0,generic,12
1739129401,99.0,0.0,generic,13
1739129402,101.0,0.0,generic,14
1739129403,102.0,0.0,generic,15
1739129404,104.0,0.0,generic,16
1739129405,107.0,0.0,generic,17
1739129406,108.0,0.0,generic,18
1739129407,109.0,0.0,generic,19
1739129408,109.0,0.0,generic,20
1739129409,109.0,0.0,generic,21
1739129410,109.0,0.0,generic,22
1739129411,109.0,0.0,generic,23
1739129412,109.0,0.0,generic,24
1739129413,109.0,0.0,generic,25
1739129414,109.0,0.0,generic,26
1739129415,109.0,0.0,generic,27
1739129416,109.0,0.0,generic,28
1739129417,109.0,0.0,generic,29
