timestamp,heart rate,enhanced respiration rate,current stress,wrist heart rate,body battery,time
1736026764,127,12.13,99.0,127,22,0.0
1736026765,128,12.13,99.0,128,22,1.0
1736026766,129,12.09,99.0,129,22,2.0
1736026767,130,12.09,99.0,130,22,3.0
1736026768,131,12.09,99.0,131,22,4.0
1736026769,131,12.17,99.0,131,22,5.0
1736026770,132,12.17,99.0,132,22,6.0
1736026771,133,12.17,99.0,133,22,7.0
1736026772,133,12.21,99.0,133,22,8.0
1736026773,134,12.21,99.0,134,22,9.0
1736026774,134,12.21,99.0,134,22,10.0
1736026775,134,12.21,99.0,134,22,11.0
1736026776,134,12.25,99.0,134,22,12.0
1736026777,133,12.25,99.0,133,22,13.0
1736026778,134,12.25,99.0,134,22,14.0
1736026779,134,12.25,99.0,134,22,15.0
1736026780,133,12.25,99.0,133,22,16.0
1736026781,133,12.33,99.0,133,22,17.0
1736026782,133,12.77,99.0,133,22,18.0
1736026783,134,12.77,99.0,134,22,19.0
1736026784,134,12.77,99.0,134,22,20.0
1736026785,135,12.95,99.0,135,22,21.0
1736026786,135,12.95,99.0,135,22,22.0
1736026787,135,12.95,99.0,135,22,23.0
1736026788,135,13.27,99.0,135,22,24.0
1736026789,135,13.27,99.0,135,22,25.0
1736026790,135,13.27,99.0,135,22,26.0
1736026791,135,13.27,99.0,135,22,27.0
1736026792,135,13.27,99.0,135,22,28.0
1736026793,134,13.27,99.0,134,22,29.0
1736026794,133,13.27,99.0,133,22,30.0
1736026795,130,13.46,99.0,130,22,31.0
1736026796,129,13.46,99.0,129,22,32.0
