timestamp,heart rate,distance,activity type,time
1727561983,100.0,0.0,generic,0
1727561984,100.0,0.0,generic,1
1727561985,100.0,0.0,generic,2
1727561986,100.0,0.0,generic,3
1727561987,100.0,0.0,generic,4
1727561988,100.0,0.0,generic,5
1727561989,100.0,0.0,generic,6
1727561990,101.0,0.0,generic,7
1727561991,102.0,0.0,generic,8
1727561992,104.0,0.0,generic,9
1727561993,106.0,0.0,generic,10
1727561994,106.0,0.0,generic,11
1727561995,107.0,0.0,generic,12
1727561996,107.0,0.0,generic,13
1727561997,106.0,0.0,generic,14
1727561998,104.0,0.0,generic,15
1727561999,104.0,0.0,generic,16
1727562000,104.0,0.0,generic,17
1727562001,104.0,0.0,generic,18
1727562002,104.0,0.0,generic,19
1727562003,104.0,0.0,generic,20
1727562004,104.0,0.0,generic,21
1727562005,105.0,0.0,generic,22
1727562006,104.0,0.0,generic,23
1727562007,104.0,0.0,generic,24
1727562008,103.0,0.0,generic,25
1727562009,103.0,0.0,generic,26
1727562010,103.0,0.0,generic,27
1727562011,103.0,0.0,generic,28
1727562012,102.0,0.0,generic,29
1727562013,102.0,0.0,generic,30
1727562014,101.0,0.0,generic,31
1727562015,101.0,0.0,generic,32
1727562016,102.0,0.0,generic,33
1727562017,102.0,0.0,generic,34
