timestamp,heart rate,distance,activity type,time
1738435661,111.0,0.0,generic,0
1738435662,112.0,0.0,generic,1
1738435663,112.0,0.0,generic,2
1738435664,111.0,0.0,generic,3
1738435665,111.0,0.0,generic,4
1738435666,111.0,0.0,generic,5
1738435667,111.0,0.0,generic,6
1738435668,110.0,0.0,generic,7
1738435669,110.0,0.0,generic,8
1738435670,110.0,0.0,generic,9
1738435671,110.0,0.0,generic,10
1738435672,110.0,0.0,generic,11
1738435673,110.0,0.0,generic,12
1738435674,110.0,0.0,generic,13
1738435675,110.0,0.0,generic,14
1738435676,110.0,0.0,generic,15
1738435677,111.0,0.0,generic,16
1738435678,111.0,0.0,generic,17
1738435679,111.0,0.0,generic,18
1738435680,111.0,0.0,generic,19
1738435681,111.0,0.0,generic,20
1738435682,110.0,0.0,generic,21
1738435683,110.0,0.0,generic,22
1738435684,110.0,0.0,generic,23
1738435685,109.0,0.0,generic,24
1738435686,109.0,0.0,generic,25
1738435687,108.0,0.0,generic,26
