timestamp,heart rate,activity type,time
1717537090,112.0,generic,0
1717537091,112.0,generic,1
1717537092,112.0,generic,2
1717537093,112.0,generic,3
1717537094,112.0,generic,4
1717537095,112.0,generic,5
1717537096,112.0,generic,6
1717537097,112.0,generic,7
