timestamp,heart rate,distance,activity type,time
1727565958,95.0,0.0,generic,0
1727565959,96.0,0.0,generic,1
1727565960,96.0,0.0,generic,2
1727565961,97.0,0.0,generic,3
1727565962,98.0,0.0,generic,4
1727565963,99.0,0.0,generic,5
1727565964,99.0,0.0,generic,6
1727565965,100.0,0.0,generic,7
1727565966,101.0,0.0,generic,8
1727565967,101.0,0.0,generic,9
1727565968,101.0,0.0,generic,10
1727565969,101.0,0.0,generic,11
1727565970,101.0,0.0,generic,12
1727565971,101.0,0.0,generic,13
1727565972,100.0,0.0,generic,14
1727565973,100.0,0.0,generic,15
1727565974,99.0,0.0,generic,16
1727565975,98.0,0.0,generic,17
1727565976,97.0,0.0,generic,18
1727565977,97.0,0.0,generic,19
1727565978,96.0,0.0,generic,20
