timestamp,heart rate,activity type,time
1717533091,92.0,generic,0
1717533092,94.0,generic,1
1717533093,94.0,generic,2
1717533094,94.0,generic,3
1717533095,94.0,generic,4
1717533096,94.0,generic,5
1717533097,95.0,generic,6
1717533098,95.0,generic,7
1717533099,95.0,generic,8
1717533100,95.0,generic,9
1717533101,94.0,generic,10
1717533102,95.0,generic,11
1717533103,95.0,generic,12
1717533104,95.0,generic,13
1717533105,95.0,generic,14
1717533106,95.0,generic,15
1717533107,95.0,generic,16
1717533108,95.0,generic,17
1717533109,95.0,generic,18
1717533110,95.0,generic,19
1717533111,95.0,generic,20
1717533112,95.0,generic,21
1717533113,95.0,generic,22
