timestamp,heart rate,distance,activity type,time
1721694262,98.0,0.0,generic,0
1721694263,98.0,0.0,generic,1
1721694264,98.0,0.0,generic,2
1721694265,98.0,0.0,generic,3
1721694266,98.0,0.0,generic,4
1721694267,98.0,0.0,generic,5
1721694268,98.0,0.0,generic,6
1721694269,98.0,0.0,generic,7
1721694270,98.0,0.0,generic,8
1721694271,98.0,0.0,generic,9
1721694272,98.0,0.0,generic,10
1721694273,98.0,0.0,generic,11
1721694274,98.0,0.0,generic,12
1721694275,97.0,0.0,generic,13
1721694276,97.0,0.0,generic,14
1721694277,97.0,0.0,generic,15
