timestamp,heart rate,activity type,time
1719087803,106.0,generic,0
1719087804,106.0,generic,1
1719087805,106.0,generic,2
1719087806,106.0,generic,3
1719087807,106.0,generic,4
1719087808,106.0,generic,5
1719087809,106.0,generic,6
1719087810,106.0,generic,7
1719087811,106.0,generic,8
1719087812,106.0,generic,9
1719087813,106.0,generic,10
1719087814,106.0,generic,11
1719087815,106.0,generic,12
1719087816,106.0,generic,13
1719087817,106.0,generic,14
1719087818,106.0,generic,15
1719087819,106.0,generic,16
1719087820,106.0,generic,17
1719087821,106.0,generic,18
1719087822,106.0,generic,19
1719087823,106.0,generic,20
1719087824,106.0,generic,21
1719087825,106.0,generic,22
1719087826,106.0,generic,23
1719087827,106.0,generic,24
1719087828,106.0,generic,25
1719087829,106.0,generic,26
