,timestamp,cadence,gct,heart_rate,time
1,1706372580,0,0,0.0,1
2,1706372581,0,0,0.0,2
3,1706372582,0,0,0.0,3
4,1706372583,0,0,0.0,4
5,1706372584,0,0,0.0,5
6,1706372585,0,0,0.0,6
7,1706372586,0,0,0.0,7
8,1706372587,0,0,0.0,8
9,1706372588,0,0,0.0,9
10,1706372589,0,0,0.0,10
11,1706372590,0,0,0.0,11
12,1706372591,0,0,0.0,12
13,1706372592,0,0,0.0,13
14,1706372593,0,0,138.0,14
15,1706372594,0,0,138.0,15
16,1706372595,0,0,138.0,16
17,1706372596,0,0,138.0,17
18,1706372597,0,0,137.0,18
19,1706372598,0,0,136.0,19
20,1706372599,0,0,136.0,20
21,1706372600,0,0,136.0,21
22,1706372601,0,0,136.0,22
23,1706372602,0,0,136.0,23
24,1706372603,0,0,136.0,24
25,1706372604,0,0,136.0,25
26,1706372605,0,0,136.0,26
27,1706372606,0,0,135.0,27
28,1706372607,0,0,135.0,28
29,1706372608,0,0,135.0,29
30,1706372609,0,0,135.0,30
31,1706372610,0,0,135.0,31
32,1706372611,0,0,134.0,32
