timestamp,heart rate,distance,activity type,time
1727554776,94.0,0.0,generic,0
1727554777,94.0,0.0,generic,1
1727554778,94.0,0.0,generic,2
1727554779,95.0,0.0,generic,3
1727554780,96.0,0.0,generic,4
1727554781,96.0,0.0,generic,5
1727554782,97.0,0.0,generic,6
1727554783,97.0,0.0,generic,7
1727554784,97.0,0.0,generic,8
1727554785,96.0,0.0,generic,9
1727554786,95.0,0.0,generic,10
1727554787,94.0,0.0,generic,11
1727554788,93.0,0.0,generic,12
1727554789,93.0,0.0,generic,13
1727554790,92.0,0.0,generic,14
1727554791,92.0,0.0,generic,15
1727554792,92.0,0.0,generic,16
1727554793,91.0,0.0,generic,17
1727554794,91.0,0.0,generic,18
1727554795,91.0,0.0,generic,19
1727554796,92.0,0.0,generic,20
1727554797,92.0,0.0,generic,21
1727554798,92.0,0.0,generic,22
1727554799,92.0,0.0,generic,23
1727554800,92.0,0.0,generic,24
1727554801,92.0,0.0,generic,25
1727554802,92.0,0.0,generic,26
1727554803,93.0,0.0,generic,27
1727554804,93.0,0.0,generic,28
1727554805,95.0,0.0,generic,29
1727554806,95.0,0.0,generic,30
1727554807,95.0,0.0,generic,31
1727554808,95.0,0.0,generic,32
1727554809,95.0,0.0,generic,33
1727554810,94.0,0.0,generic,34
1727554811,94.0,0.0,generic,35
1727554812,94.0,0.0,generic,36
1727554813,94.0,0.0,generic,37
1727554814,94.0,0.0,generic,38
