timestamp,heart rate,activity type,time
1719948910,0.0,generic,0
1719948911,0.0,generic,1
1719948912,0.0,generic,2
1719948913,0.0,generic,3
1719948914,0.0,generic,4
1719948915,149.0,generic,5
1719948916,148.0,generic,6
1719948917,148.0,generic,7
1719948918,148.0,generic,8
1719948919,147.0,generic,9
1719948920,147.0,generic,10
1719948921,147.0,generic,11
1719948922,147.0,generic,12
1719948923,147.0,generic,13
1719948924,148.0,generic,14
1719948925,148.0,generic,15
1719948926,148.0,generic,16
1719948927,149.0,generic,17
1719948928,149.0,generic,18
1719948929,149.0,generic,19
1719948930,149.0,generic,20
1719948931,148.0,generic,21
1719948932,148.0,generic,22
1719948933,148.0,generic,23
1719948934,148.0,generic,24
1719948935,147.0,generic,25
1719948936,147.0,generic,26
1719948937,147.0,generic,27
