,timestamp,cadence,gct,heart_rate,time
1,1707272875,0,0,0.0,1
2,1707272876,0,0,0.0,2
3,1707272877,0,0,0.0,3
4,1707272878,0,0,0.0,4
5,1707272879,0,0,0.0,5
6,1707272880,0,0,0.0,6
7,1707272881,0,0,0.0,7
8,1707272882,0,0,0.0,8
9,1707272883,0,0,0.0,9
10,1707272884,0,0,0.0,10
11,1707272885,0,0,0.0,11
12,1707272886,0,0,0.0,12
13,1707272887,0,0,151.0,13
14,1707272888,0,0,151.0,14
15,1707272889,0,0,151.0,15
16,1707272890,0,0,151.0,16
17,1707272891,0,0,151.0,17
18,1707272892,0,0,151.0,18
19,1707272893,0,0,150.0,19
20,1707272894,0,0,150.0,20
21,1707272895,0,0,150.0,21
22,1707272896,0,0,149.0,22
23,1707272897,0,0,149.0,23
24,1707272898,0,0,149.0,24
25,1707272899,0,0,149.0,25
26,1707272900,0,0,148.0,26
27,1707272901,0,0,148.0,27
28,1707272902,0,0,148.0,28
29,1707272903,0,0,147.0,29
30,1707272904,0,0,147.0,30
31,1707272905,0,0,147.0,31
