timestamp,heart rate,distance,activity type,time
1727554133,76.0,0.0,generic,0
1727554134,76.0,0.0,generic,1
1727554135,76.0,0.0,generic,2
1727554136,76.0,0.0,generic,3
1727554137,76.0,0.0,generic,4
1727554138,76.0,0.0,generic,5
1727554139,76.0,0.0,generic,6
1727554140,76.0,0.0,generic,7
1727554141,76.0,0.0,generic,8
1727554142,76.0,0.0,generic,9
1727554143,77.0,0.0,generic,10
1727554144,78.0,0.0,generic,11
1727554145,79.0,0.0,generic,12
1727554146,79.0,0.0,generic,13
1727554147,80.0,0.0,generic,14
1727554148,81.0,0.0,generic,15
1727554149,81.0,0.0,generic,16
1727554150,80.0,0.0,generic,17
1727554151,80.0,0.0,generic,18
