timestamp,heart rate,distance,activity type,time
1728076940,114.0,0.0,generic,0
1728076941,115.0,0.0,generic,1
1728076942,116.0,0.0,generic,2
1728076943,116.0,0.0,generic,3
1728076944,116.0,0.0,generic,4
1728076945,116.0,0.0,generic,5
1728076946,116.0,0.0,generic,6
1728076947,116.0,0.0,generic,7
1728076948,116.0,0.0,generic,8
1728076949,116.0,0.0,generic,9
1728076950,117.0,0.0,generic,10
1728076951,117.0,0.0,generic,11
1728076952,117.0,0.0,generic,12
1728076953,117.0,0.0,generic,13
1728076954,117.0,0.0,generic,14
1728076955,117.0,0.0,generic,15
1728076956,117.0,0.0,generic,16
1728076957,116.0,0.0,generic,17
1728076958,116.0,0.0,generic,18
1728076959,116.0,0.0,generic,19
1728076960,116.0,0.0,generic,20
1728076961,116.0,0.0,generic,21
1728076962,116.0,0.0,generic,22
1728076963,116.0,0.0,generic,23
1728076964,116.0,0.0,generic,24
