timestamp,heart rate,activity type,time
1719169163,112.0,generic,0
1719169164,112.0,generic,1
1719169165,112.0,generic,2
1719169166,112.0,generic,3
1719169167,112.0,generic,4
1719169168,112.0,generic,5
1719169169,111.0,generic,6
1719169170,111.0,generic,7
1719169171,111.0,generic,8
1719169172,111.0,generic,9
1719169173,111.0,generic,10
1719169174,111.0,generic,11
1719169175,111.0,generic,12
1719169176,112.0,generic,13
1719169177,112.0,generic,14
1719169178,113.0,generic,15
1719169179,113.0,generic,16
1719169180,113.0,generic,17
1719169181,113.0,generic,18
1719169182,113.0,generic,19
1719169183,113.0,generic,20
1719169184,113.0,generic,21
1719169185,113.0,generic,22
1719169186,113.0,generic,23
1719169187,113.0,generic,24
1719169188,113.0,generic,25
1719169189,113.0,generic,26
1719169190,113.0,generic,27
